0	3	2	183	20.27	-53.38	-145.04	34.96
0	3	2	378	-14.71	103.84	-175.79	4.21
0	0	3	-1	0	0	0	0
0	0	3	0	0	101.2	0	0
0	0	3	111	-10.46	84	-31.31	-31.31
0	0	3	127	-31.67	68.99	156.61	-23.39
0	0	3	193	-111.78	-0.06	-174.54	5.46
0	1	3	39	-108.76	-11.34	-115.8	64.2
0	1	3	52	-97.25	-15.49	-124.76	55.24
0	1	3	93	-78.24	-11.6	-148.64	31.36
0	1	3	193	-80.02	-22.21	68.9	-111.1
0	1	3	201	-69.56	-28.95	-113.24	66.76
0	1	3	291	34.77	-83.87	-174.99	5.01
0	2	3	67	44.25	-77.32	-117.6	62.4
0	2	3	126	41.36	-67.08	-108.84	71.16
0	2	3	202	43.24	-35.92	160.75	-19.25
0	3	3	35	37.5	93.25	-174	6
0	3	3	93	27.79	84.83	-51.61	128.39
0	3	3	137	0.72	74.9	159.22	-20.78
0	3	3	154	-18.41	78.66	148.73	-31.27
0	3	3	174	-42.14	73	-155.47	24.53
0	0	4	-1	0	0	0	0
0	0	4	0	0	107.28	0	0
0	0	4	114	8.36	90.19	26.07	26.07
0	0	4	157	33	16.34	172.37	-7.63
0	0	4	176	37.99	-30.47	167.65	-12.35
0	1	4	31	34.7	-93.79	170.93	-9.07
0	1	4	91	44.98	-93.05	-82.91	97.09
0	1	4	105	49.33	-82.37	-116.27	63.73
0	1	4	152	48.46	-57.62	-155.82	24.18
0	1	4	248	39.04	-75.34	-30.02	149.98
0	1	4	325	50.71	-31.67	13.04	-166.96
0	2	4	81	68.03	72.76	-174.46	5.54
0	2	4	93	57.91	72.94	-81.58	98.42
0	2	4	124	58.16	62.85	-87.6	92.4
0	2	4	139	68.29	62.51	-93.37	86.63
0	2	4	231	21.55	53.71	12.63	-167.37
0	2	4	254	-13.64	36.39	-164.45	15.55
0	2	4	272	-41.84	11.03	-164.25	15.75
0	2	4	310	-93.89	-21.97	170.41	-9.59
0	3	4	186	-74.37	3.08	19.69	-160.31
0	3	4	212	-50.85	49.59	-168.87	11.13
0	0	5	-1	0	0	0	0
0	0	5	0	0	94.94	0	0
0	0	5	106	10.45	81.72	38.35	38.35
0	0	5	131	30.99	72.19	-153.26	26.74
0	0	5	171	56.47	49.04	162.65	-17.35
0	0	5	206	81.12	12.7	166.41	-13.59
0	1	5	43	92.12	14.68	-113.92	66.08
0	1	5	285	68.9	0.18	21.76	-158.24
0	1	5	302	53.11	-21.55	-158.02	21.98
0	1	5	330	16.51	-53.94	167.54	-12.46
0	1	5	394	-26.45	-78.62	168.35	-11.65
0	2	5	164	-21.21	-63.87	40.56	-139.44
0	2	5	177	-29.6	-56.62	-111.23	68.77
0	2	5	227	-80.08	0.54	172.25	-7.75
0	2	5	268	-90.69	27.86	159.79	-20.21
0	3	5	70	-79.79	27.99	69.42	-110.58
0	3	5	89	-66.02	38.82	-142.46	37.54
0	3	5	165	16.98	91.26	174.09	-5.91
0	3	5	196	36.93	92.01	149.86	-30.14
0	0	6	-1	0	0	0	0
0	0	6	0	0	95.71	0	0
0	0	6	109	-11.1	82.18	-39.36	-39.36
0	0	6	121	-27.11	79.47	138.95	-41.05
0	0	6	136	-42.87	65.78	-148.6	31.4
0	0	6	161	-70.23	28.72	-167.43	12.57
0	1	6	115	-92.62	-18.57	-168.9	11.1
0	1	6	231	-70.95	2.83	-20.03	159.97
0	1	6	246	-50.09	9.03	151.92	-28.08
0	1	6	286	28.43	21.57	172.52	-7.48
0	2	6	75	103.16	23.23	172.2	-7.8
0	2	6	91	92.9	12.95	43.8	-136.2
0	3	6	53	-25.35	-91.24	176.31	-3.69
0	3	6	183	-0.61	-56.01	13.54	-166.46
0	3	6	215	30.3	5.74	-171.52	8.48
0	0	7	-1	0	0	0	0
0	0	7	0	-0	96.02	0	0
0	0	7	84	9.67	90.92	62.21	62.21
0	0	7	98	24.99	95.67	-134.96	45.04
0	0	7	119	50.42	92.45	155.52	-24.48
0	0	7	133	65.11	80.41	147.91	-32.09
0	0	7	148	74.93	58.64	153.59	-26.41
0	0	7	174	74.95	33.39	155.79	-24.21
0	1	7	131	64.71	47.41	36.09	-143.91
0	1	7	201	50.71	49.2	-133.44	46.56
0	1	7	223	35.96	40.51	-142.2	37.8
0	1	7	277	-8.7	26.46	166.96	-13.04
0	2	7	171	-83.74	-7.9	-172.86	7.14
0	2	7	187	-76.14	-16.32	-72.58	107.42
0	2	7	228	-30.33	-51.11	-169.24	10.76
0	2	7	247	2.02	-62.85	-162.73	17.27
0	3	7	96	39.62	-65.84	-164.61	15.39
0	3	7	168	43.02	-55.97	-104.43	75.57
0	3	7	183	36.14	-43.39	-132.37	47.63
0	3	7	210	21.85	4.57	167.94	-12.06
0	3	7	275	-15.01	91.97	-173.73	6.27
